Location,Date,Year,Month,NewCases,NewDeaths,HospitalPatients,Vaccinations
Chile,20/02/2021 00:00,2021,February,3906,77,,9639
Colombia,20/02/2021 00:00,2021,February,5017,174,,11833
Costa Rica,20/02/2021 00:00,2021,February,0,0,,
Croatia,20/02/2021 00:00,2021,February,431,13,782,
Cuba,20/02/2021 00:00,2021,February,937,4,,
Cyprus,20/02/2021 00:00,2021,February,107,0,77,
Czechia,20/02/2021 00:00,2021,February,11364,184,6148,3095
Denmark,20/02/2021 00:00,2021,February,464,6,248,11031
Dominica,20/02/2021 00:00,2021,February,0,,,
Dominican Republic,20/02/2021 00:00,2021,February,904,4,,2887
Ecuador,20/02/2021 00:00,2021,February,1821,39,,
El Salvador,20/02/2021 00:00,2021,February,175,7,,
Estonia,20/02/2021 00:00,2021,February,787,10,502,810
Finland,20/02/2021 00:00,2021,February,632,1,,15508
France,20/02/2021 00:00,2021,February,22371,157,25269,46388
Germany,20/02/2021 00:00,2021,February,7162,142,,113441
Gibraltar,20/02/2021 00:00,2021,February,0,,,0
Greece,20/02/2021 00:00,2021,February,1424,23,,29089
Grenada,20/02/2021 00:00,2021,February,0,0,,
Guatemala,20/02/2021 00:00,2021,February,656,29,,
Guyana,20/02/2021 00:00,2021,February,42,0,,
Haiti,20/02/2021 00:00,2021,February,48,0,,
Honduras,20/02/2021 00:00,2021,February,418,17,,
Hungary,20/02/2021 00:00,2021,February,2995,107,4147,36192
Iceland,20/02/2021 00:00,2021,February,0,0,,
Ireland,20/02/2021 00:00,2021,February,978,26,719,9618
Isle of Man,20/02/2021 00:00,2021,February,0,,,30
Italy,20/02/2021 00:00,2021,February,14914,251,19788,78354
Jamaica,20/02/2021 00:00,2021,February,343,0,,
Kosovo,20/02/2021 00:00,2021,February,0,0,,
Latvia,20/02/2021 00:00,2021,February,1069,5,715,744
Liechtenstein,20/02/2021 00:00,2021,February,2,0,,0
Lithuania,20/02/2021 00:00,2021,February,576,17,844,1005
Luxembourg,20/02/2021 00:00,2021,February,0,0,69,
Malta,20/02/2021 00:00,2021,February,199,2,,1249
Mexico,20/02/2021 00:00,2021,February,7785,832,,82146
Moldova,20/02/2021 00:00,2021,February,1062,21,,
Monaco,20/02/2021 00:00,2021,February,18,0,,
Montenegro,20/02/2021 00:00,2021,February,481,7,,
Netherlands,20/02/2021 00:00,2021,February,4619,62,1336,
Nicaragua,20/02/2021 00:00,2021,February,0,0,,
North Macedonia,20/02/2021 00:00,2021,February,447,10,,
Norway,20/02/2021 00:00,2021,February,208,0,79,688
Panama,20/02/2021 00:00,2021,February,698,16,,4705
Paraguay,20/02/2021 00:00,2021,February,1047,19,,
Peru,20/02/2021 00:00,2021,February,7719,201,,25909
Poland,20/02/2021 00:00,2021,February,8509,254,12517,37039
Portugal,20/02/2021 00:00,2021,February,1570,76,3284,37775
Romania,20/02/2021 00:00,2021,February,2721,57,,32924
Russia,20/02/2021 00:00,2021,February,12775,469,,
Saint Kitts and Nevis,20/02/2021 00:00,2021,February,0,,,
Saint Lucia,20/02/2021 00:00,2021,February,240,3,,
Saint Vincent and the Grenadines,20/02/2021 00:00,2021,February,4,0,,
San Marino,20/02/2021 00:00,2021,February,32,0,,
Serbia,20/02/2021 00:00,2021,February,2442,15,,
Slovakia,20/02/2021 00:00,2021,February,2705,74,3552,6643
Slovenia,20/02/2021 00:00,2021,February,956,7,579,2533
Spain,20/02/2021 00:00,2021,February,0,0,,
Suriname,20/02/2021 00:00,2021,February,2,0,,
Sweden,20/02/2021 00:00,2021,February,0,0,1253,
Switzerland,20/02/2021 00:00,2021,February,0,3,,6928
Trinidad and Tobago,20/02/2021 00:00,2021,February,10,1,,
Ukraine,20/02/2021 00:00,2021,February,6473,84,,
United Kingdom,20/02/2021 00:00,2021,February,10453,446,17042,344942
United States,20/02/2021 00:00,2021,February,71525,1818,54376,1704457
Uruguay,20/02/2021 00:00,2021,February,786,6,,
Vatican,20/02/2021 00:00,2021,February,0,,,
Venezuela,20/02/2021 00:00,2021,February,489,4,,
Albania,21/02/2021 00:00,2021,February,1184,13,,
Andorra,21/02/2021 00:00,2021,February,27,0,,
Antigua and Barbuda,21/02/2021 00:00,2021,February,0,2,,
Argentina,21/02/2021 00:00,2021,February,3709,76,,13119
Austria,21/02/2021 00:00,2021,February,1838,18,1018,5990
Bahamas,21/02/2021 00:00,2021,February,0,0,,
Barbados,21/02/2021 00:00,2021,February,57,0,,707
Belarus,21/02/2021 00:00,2021,February,1322,9,,
Belgium,21/02/2021 00:00,2021,February,2094,16,1619,2153
Belize,21/02/2021 00:00,2021,February,0,0,,
Bolivia,21/02/2021 00:00,2021,February,521,24,,
Bosnia and Herzegovina,21/02/2021 00:00,2021,February,0,0,,
Brazil,21/02/2021 00:00,2021,February,29026,527,,137634
Bulgaria,21/02/2021 00:00,2021,February,227,15,3846,10998
Canada,21/02/2021 00:00,2021,February,2407,44,2274,42397
Chile,21/02/2021 00:00,2021,February,3615,68,,1164
Colombia,21/02/2021 00:00,2021,February,4244,149,,6687
Costa Rica,21/02/2021 00:00,2021,February,0,0,,
Croatia,21/02/2021 00:00,2021,February,260,9,789,
Cuba,21/02/2021 00:00,2021,February,1039,5,,
Cyprus,21/02/2021 00:00,2021,February,107,0,81,
Czechia,21/02/2021 00:00,2021,February,6838,117,6354,2028
Denmark,21/02/2021 00:00,2021,February,496,5,248,11113
Dominica,21/02/2021 00:00,2021,February,0,,,
Dominican Republic,21/02/2021 00:00,2021,February,960,10,,1177
Ecuador,21/02/2021 00:00,2021,February,1576,23,,
El Salvador,21/02/2021 00:00,2021,February,168,7,,
Estonia,21/02/2021 00:00,2021,February,583,7,520,833
Finland,21/02/2021 00:00,2021,February,457,0,,
France,21/02/2021 00:00,2021,February,22046,159,25464,9234
Germany,21/02/2021 00:00,2021,February,6094,63,,86155
Gibraltar,21/02/2021 00:00,2021,February,0,,,1098
Greece,21/02/2021 00:00,2021,February,884,25,,3809
Grenada,21/02/2021 00:00,2021,February,0,0,,
Guatemala,21/02/2021 00:00,2021,February,239,33,,
Guyana,21/02/2021 00:00,2021,February,21,0,,
Haiti,21/02/2021 00:00,2021,February,20,0,,
Honduras,21/02/2021 00:00,2021,February,600,4,,
Hungary,21/02/2021 00:00,2021,February,2912,47,4233,18222
Iceland,21/02/2021 00:00,2021,February,0,0,7,
Ireland,21/02/2021 00:00,2021,February,679,1,744,3649
Italy,21/02/2021 00:00,2021,February,13450,232,19898,50987
Jamaica,21/02/2021 00:00,2021,February,458,5,,
Kosovo,21/02/2021 00:00,2021,February,1030,14,,
Latvia,21/02/2021 00:00,2021,February,410,4,740,808
Liechtenstein,21/02/2021 00:00,2021,February,1,0,,0
Lithuania,21/02/2021 00:00,2021,February,489,9,897,0
Luxembourg,21/02/2021 00:00,2021,February,0,0,78,
Malta,21/02/2021 00:00,2021,February,130,1,,1111
Mexico,21/02/2021 00:00,2021,February,3104,310,,32854
Moldova,21/02/2021 00:00,2021,February,507,20,,
Monaco,21/02/2021 00:00,2021,February,8,0,,
Montenegro,21/02/2021 00:00,2021,February,402,11,,
Netherlands,21/02/2021 00:00,2021,February,4701,17,1315,
Nicaragua,21/02/2021 00:00,2021,February,0,0,,
North Macedonia,21/02/2021 00:00,2021,February,254,16,,
Norway,21/02/2021 00:00,2021,February,217,0,85,171
Panama,21/02/2021 00:00,2021,February,484,15,,2313
Paraguay,21/02/2021 00:00,2021,February,987,20,,
Peru,21/02/2021 00:00,2021,February,13786,407,,4518
Poland,21/02/2021 00:00,2021,February,7040,94,12609,17344
Portugal,21/02/2021 00:00,2021,February,1186,65,3284,19042
Romania,21/02/2021 00:00,2021,February,2419,52,,27944
Russia,21/02/2021 00:00,2021,February,12568,409,,
Saint Kitts and Nevis,21/02/2021 00:00,2021,February,0,,,
Saint Lucia,21/02/2021 00:00,2021,February,218,3,,
Saint Vincent and the Grenadines,21/02/2021 00:00,2021,February,5,0,,
San Marino,21/02/2021 00:00,2021,February,0,0,,
Serbia,21/02/2021 00:00,2021,February,2518,16,,
Slovakia,21/02/2021 00:00,2021,February,1686,81,3659,6316
Slovenia,21/02/2021 00:00,2021,February,415,7,566,0
Spain,21/02/2021 00:00,2021,February,0,0,,
Suriname,21/02/2021 00:00,2021,February,12,0,,
Sweden,21/02/2021 00:00,2021,February,0,0,1258,
Switzerland,21/02/2021 00:00,2021,February,0,1,,3780
Trinidad and Tobago,21/02/2021 00:00,2021,February,4,0,,
Ukraine,21/02/2021 00:00,2021,February,4663,66,,
United Kingdom,21/02/2021 00:00,2021,February,9835,217,16857,150896
United States,21/02/2021 00:00,2021,February,57080,1249,53591,1801134
Uruguay,21/02/2021 00:00,2021,February,652,5,,
Vatican,21/02/2021 00:00,2021,February,0,,,
Venezuela,21/02/2021 00:00,2021,February,465,4,,
Albania,22/02/2021 00:00,2021,February,1039,15,,
Andorra,22/02/2021 00:00,2021,February,13,2,,
Antigua and Barbuda,22/02/2021 00:00,2021,February,16,1,,
Argentina,22/02/2021 00:00,2021,February,5417,161,,1967
Austria,22/02/2021 00:00,2021,February,1270,11,1085,6958
Bahamas,22/02/2021 00:00,2021,February,68,0,,
Barbados,22/02/2021 00:00,2021,February,19,0,,2545
Belarus,22/02/2021 00:00,2021,February,1144,9,,
Belgium,22/02/2021 00:00,2021,February,1121,20,1721,12622
Belize,22/02/2021 00:00,2021,February,11,0,,
Bolivia,22/02/2021 00:00,2021,February,884,29,,
Bosnia and Herzegovina,22/02/2021 00:00,2021,February,1124,37,,
Brazil,22/02/2021 00:00,2021,February,26986,639,,77554
Bulgaria,22/02/2021 00:00,2021,February,1925,79,3880,11709
Canada,22/02/2021 00:00,2021,February,3453,45,2273,61733
Chile,22/02/2021 00:00,2021,February,3549,84,,108131
Colombia,22/02/2021 00:00,2021,February,3401,140,,5339
Costa Rica,22/02/2021 00:00,2021,February,996,19,,
Croatia,22/02/2021 00:00,2021,February,72,20,792,
Cuba,22/02/2021 00:00,2021,February,838,4,,
Cyprus,22/02/2021 00:00,2021,February,131,1,76,
Czechia,22/02/2021 00:00,2021,February,4021,116,7047,16063
Denmark,22/02/2021 00:00,2021,February,450,5,254,14574
Dominica,22/02/2021 00:00,2021,February,0,,,
Dominican Republic,22/02/2021 00:00,2021,February,420,10,,
Ecuador,22/02/2021 00:00,2021,February,295,11,,
El Salvador,22/02/2021 00:00,2021,February,164,8,,
Estonia,22/02/2021 00:00,2021,February,829,5,492,2993
Finland,22/02/2021 00:00,2021,February,390,7,170,
France,22/02/2021 00:00,2021,February,4654,334,25831,109578
Germany,22/02/2021 00:00,2021,February,4984,417,,160416
Gibraltar,22/02/2021 00:00,2021,February,0,,,1199
Greece,22/02/2021 00:00,2021,February,870,24,,33165
Grenada,22/02/2021 00:00,2021,February,0,0,,
Guatemala,22/02/2021 00:00,2021,February,119,24,,
Guyana,22/02/2021 00:00,2021,February,7,0,,
Haiti,22/02/2021 00:00,2021,February,35,0,,
Honduras,22/02/2021 00:00,2021,February,642,28,,
Hungary,22/02/2021 00:00,2021,February,2623,48,4489,8354
Iceland,22/02/2021 00:00,2021,February,4,0,,
Ireland,22/02/2021 00:00,2021,February,686,1,726,5645
Italy,22/02/2021 00:00,2021,February,9617,274,20273,105513
Jamaica,22/02/2021 00:00,2021,February,297,3,,
Kosovo,22/02/2021 00:00,2021,February,0,0,,
Latvia,22/02/2021 00:00,2021,February,274,4,771,1785
Liechtenstein,22/02/2021 00:00,2021,February,4,0,,203
Lithuania,22/02/2021 00:00,2021,February,282,7,904,5482
Luxembourg,22/02/2021 00:00,2021,February,390,6,82,941
Malta,22/02/2021 00:00,2021,February,193,1,,1915
Mexico,22/02/2021 00:00,2021,February,2252,429,,44246
Moldova,22/02/2021 00:00,2021,February,655,19,,
Monaco,22/02/2021 00:00,2021,February,15,0,,
Montenegro,22/02/2021 00:00,2021,February,400,7,,
Netherlands,22/02/2021 00:00,2021,February,4202,32,1347,
Nicaragua,22/02/2021 00:00,2021,February,0,0,,
North Macedonia,22/02/2021 00:00,2021,February,123,13,,
Norway,22/02/2021 00:00,2021,February,226,1,93,2733
Panama,22/02/2021 00:00,2021,February,566,14,,13320
Paraguay,22/02/2021 00:00,2021,February,940,15,,200
Peru,22/02/2021 00:00,2021,February,0,0,,28813
Poland,22/02/2021 00:00,2021,February,3891,17,12868,44277
Portugal,22/02/2021 00:00,2021,February,549,61,3322,10313
Romania,22/02/2021 00:00,2021,February,1634,47,,29864
Russia,22/02/2021 00:00,2021,February,12455,329,,
Saint Kitts and Nevis,22/02/2021 00:00,2021,February,0,,,
Saint Lucia,22/02/2021 00:00,2021,February,57,1,,
Saint Vincent and the Grenadines,22/02/2021 00:00,2021,February,0,0,,
San Marino,22/02/2021 00:00,2021,February,22,0,,
Serbia,22/02/2021 00:00,2021,February,2956,14,,
Slovakia,22/02/2021 00:00,2021,February,649,72,3712,12516
Slovenia,22/02/2021 00:00,2021,February,247,8,584,474
Spain,22/02/2021 00:00,2021,February,20849,535,15208,74840
Suriname,22/02/2021 00:00,2021,February,1,1,,
Sweden,22/02/2021 00:00,2021,February,0,0,1357,
Switzerland,22/02/2021 00:00,2021,February,2449,20,,18965
Trinidad and Tobago,22/02/2021 00:00,2021,February,2,0,,
Ukraine,22/02/2021 00:00,2021,February,3355,61,,
United Kingdom,22/02/2021 00:00,2021,February,10659,178,16855,210804
United States,22/02/2021 00:00,2021,February,56220,1323,53002,1086840
Uruguay,22/02/2021 00:00,2021,February,495,9,,
Vatican,22/02/2021 00:00,2021,February,0,,,
Venezuela,22/02/2021 00:00,2021,February,477,4,,
Albania,23/02/2021 00:00,2021,February,1021,15,,
Andorra,23/02/2021 00:00,2021,February,27,1,,
Antigua and Barbuda,23/02/2021 00:00,2021,February,22,0,,
Argentina,23/02/2021 00:00,2021,February,7477,151,,24381
Austria,23/02/2021 00:00,2021,February,1727,37,1077,14965
Bahamas,23/02/2021 00:00,2021,February,6,0,,
Barbados,23/02/2021 00:00,2021,February,61,0,,2948
Belarus,23/02/2021 00:00,2021,February,972,9,,
Belgium,23/02/2021 00:00,2021,February,2102,33,1711,19916
Belize,23/02/2021 00:00,2021,February,9,0,,
Bolivia,23/02/2021 00:00,2021,February,1204,38,,
Bosnia and Herzegovina,23/02/2021 00:00,2021,February,515,18,,
Brazil,23/02/2021 00:00,2021,February,62715,1386,,268705
Bulgaria,23/02/2021 00:00,2021,February,1800,45,3933,17163
Canada,23/02/2021 00:00,2021,February,3213,41,2360,48362
Chile,23/02/2021 00:00,2021,February,2308,25,,94249
Colombia,23/02/2021 00:00,2021,February,3926,144,,2984
Costa Rica,23/02/2021 00:00,2021,February,423,3,,
Croatia,23/02/2021 00:00,2021,February,343,13,786,
Cuba,23/02/2021 00:00,2021,February,836,4,,
Cyprus,23/02/2021 00:00,2021,February,176,0,78,
Czechia,23/02/2021 00:00,2021,February,11311,207,7075,19785
Denmark,23/02/2021 00:00,2021,February,529,0,247,16302
Dominica,23/02/2021 00:00,2021,February,7,,,
Dominican Republic,23/02/2021 00:00,2021,February,328,9,,
Ecuador,23/02/2021 00:00,2021,February,812,20,,
El Salvador,23/02/2021 00:00,2021,February,161,8,,
Estonia,23/02/2021 00:00,2021,February,962,13,469,4705
Finland,23/02/2021 00:00,2021,February,400,1,186,
France,23/02/2021 00:00,2021,February,20180,431,25660,136658
Germany,23/02/2021 00:00,2021,February,5764,422,,167180
Gibraltar,23/02/2021 00:00,2021,February,0,,,1074
Greece,23/02/2021 00:00,2021,February,2111,22,,32214
Grenada,23/02/2021 00:00,2021,February,0,0,,
Guatemala,23/02/2021 00:00,2021,February,783,9,,
Guyana,23/02/2021 00:00,2021,February,25,1,,
Haiti,23/02/2021 00:00,2021,February,0,0,,
Honduras,23/02/2021 00:00,2021,February,810,16,,
Hungary,23/02/2021 00:00,2021,February,1628,103,4582,17034
Iceland,23/02/2021 00:00,2021,February,0,0,,171
Ireland,23/02/2021 00:00,2021,February,557,44,693,13664
Isle of Man,23/02/2021 00:00,2021,February,0,,,234
Italy,23/02/2021 00:00,2021,February,13299,356,20441,106515
Jamaica,23/02/2021 00:00,2021,February,147,6,,
Kosovo,23/02/2021 00:00,2021,February,260,3,,
Latvia,23/02/2021 00:00,2021,February,669,24,748,2396
Liechtenstein,23/02/2021 00:00,2021,February,3,0,,204
Lithuania,23/02/2021 00:00,2021,February,500,11,893,8661
Luxembourg,23/02/2021 00:00,2021,February,182,1,79,1444
Malta,23/02/2021 00:00,2021,February,221,1,,2445
Mexico,23/02/2021 00:00,2021,February,8634,1273,,67752
Moldova,23/02/2021 00:00,2021,February,1133,24,,
Monaco,23/02/2021 00:00,2021,February,19,1,,
Montenegro,23/02/2021 00:00,2021,February,574,12,,
Netherlands,23/02/2021 00:00,2021,February,3847,94,1379,
Nicaragua,23/02/2021 00:00,2021,February,47,1,,
North Macedonia,23/02/2021 00:00,2021,February,509,9,,
Norway,23/02/2021 00:00,2021,February,390,0,92,11208
Panama,23/02/2021 00:00,2021,February,718,16,,3468
Paraguay,23/02/2021 00:00,2021,February,1132,21,,345
Peru,23/02/2021 00:00,2021,February,3448,166,,26807
Poland,23/02/2021 00:00,2021,February,6304,248,13350,
Portugal,23/02/2021 00:00,2021,February,1032,63,3012,14040
Romania,23/02/2021 00:00,2021,February,3382,119,,29345
Russia,23/02/2021 00:00,2021,February,11679,411,,
Saint Kitts and Nevis,23/02/2021 00:00,2021,February,0,,,
Saint Lucia,23/02/2021 00:00,2021,February,7,0,,
Saint Vincent and the Grenadines,23/02/2021 00:00,2021,February,8,0,,
San Marino,23/02/2021 00:00,2021,February,44,1,,
Serbia,23/02/2021 00:00,2021,February,3257,15,,
Slovakia,23/02/2021 00:00,2021,February,1998,94,3672,12712
Slovenia,23/02/2021 00:00,2021,February,902,8,567,1530
Spain,23/02/2021 00:00,2021,February,7461,443,,119487
Suriname,23/02/2021 00:00,2021,February,11,1,,
Sweden,23/02/2021 00:00,2021,February,10933,64,1338,
Switzerland,23/02/2021 00:00,2021,February,1131,23,,24836
Trinidad and Tobago,23/02/2021 00:00,2021,February,4,0,,
Ukraine,23/02/2021 00:00,2021,February,4326,159,,
United Kingdom,23/02/2021 00:00,2021,February,8523,548,16115,353009
United States,23/02/2021 00:00,2021,February,72263,2274,51948,854609
Uruguay,23/02/2021 00:00,2021,February,663,5,,
Vatican,23/02/2021 00:00,2021,February,0,,,
Venezuela,23/02/2021 00:00,2021,February,441,5,,
Albania,24/02/2021 00:00,2021,February,1021,19,,
Andorra,24/02/2021 00:00,2021,February,36,0,,
Antigua and Barbuda,24/02/2021 00:00,2021,February,10,0,,
Argentina,24/02/2021 00:00,2021,February,8183,140,,33840
Austria,24/02/2021 00:00,2021,February,2005,36,1064,19869
Bahamas,24/02/2021 00:00,2021,February,19,0,,
Barbados,24/02/2021 00:00,2021,February,55,1,,3541
Belarus,24/02/2021 00:00,2021,February,1279,9,,
Belgium,24/02/2021 00:00,2021,February,3113,32,1749,23039
Belize,24/02/2021 00:00,2021,February,7,1,,
Bolivia,24/02/2021 00:00,2021,February,1339,39,,
Bosnia and Herzegovina,24/02/2021 00:00,2021,February,577,17,,
Brazil,24/02/2021 00:00,2021,February,66588,1428,,254615
Bulgaria,24/02/2021 00:00,2021,February,1733,48,4037,20236
Canada,24/02/2021 00:00,2021,February,2945,49,2255,46090
Cayman Islands,24/02/2021 00:00,2021,February,0,,,530
Chile,24/02/2021 00:00,2021,February,2555,22,,86263
Colombia,24/02/2021 00:00,2021,February,3953,142,,2374
Costa Rica,24/02/2021 00:00,2021,February,399,8,,
Croatia,24/02/2021 00:00,2021,February,688,15,791,
Cuba,24/02/2021 00:00,2021,February,699,4,,
Cyprus,24/02/2021 00:00,2021,February,143,1,81,
Czechia,24/02/2021 00:00,2021,February,15861,145,7168,19787
Denmark,24/02/2021 00:00,2021,February,523,2,238,15626
Dominica,24/02/2021 00:00,2021,February,0,,,
Dominican Republic,24/02/2021 00:00,2021,February,673,9,,
Ecuador,24/02/2021 00:00,2021,February,2999,67,,
El Salvador,24/02/2021 00:00,2021,February,159,8,,
Estonia,24/02/2021 00:00,2021,February,1068,4,498,463
Faeroe Islands,24/02/2021 00:00,2021,February,0,,,454
Finland,24/02/2021 00:00,2021,February,590,3,193,
France,24/02/2021 00:00,2021,February,31527,278,25614,139107
Germany,24/02/2021 00:00,2021,February,10774,385,,176029
Gibraltar,24/02/2021 00:00,2021,February,0,,,666
Greece,24/02/2021 00:00,2021,February,1903,28,,31723
Grenada,24/02/2021 00:00,2021,February,0,0,,
Guatemala,24/02/2021 00:00,2021,February,692,12,,
Guyana,24/02/2021 00:00,2021,February,5,2,,
Haiti,24/02/2021 00:00,2021,February,43,0,,
Honduras,24/02/2021 00:00,2021,February,947,36,,
Hungary,24/02/2021 00:00,2021,February,2855,102,4353,39296
Iceland,24/02/2021 00:00,2021,February,0,0,,
Ireland,24/02/2021 00:00,2021,February,540,56,652,18075
Isle of Man,24/02/2021 00:00,2021,February,0,,,282
Italy,24/02/2021 00:00,2021,February,16402,318,20374,122018
Jamaica,24/02/2021 00:00,2021,February,193,1,,
Kosovo,24/02/2021 00:00,2021,February,829,7,,
Latvia,24/02/2021 00:00,2021,February,983,17,728,4323
Liechtenstein,24/02/2021 00:00,2021,February,0,0,,0
Lithuania,24/02/2021 00:00,2021,February,648,11,896,11717
Luxembourg,24/02/2021 00:00,2021,February,324,3,78,1390
Malta,24/02/2021 00:00,2021,February,226,2,,2783
Mexico,24/02/2021 00:00,2021,February,8642,1006,,99628
Moldova,24/02/2021 00:00,2021,February,1610,23,,
Monaco,24/02/2021 00:00,2021,February,12,0,,
Montenegro,24/02/2021 00:00,2021,February,643,7,,
Netherlands,24/02/2021 00:00,2021,February,4414,63,1350,
Nicaragua,24/02/2021 00:00,2021,February,0,0,,
North Macedonia,24/02/2021 00:00,2021,February,715,13,,
Norway,24/02/2021 00:00,2021,February,341,12,95,34092
Panama,24/02/2021 00:00,2021,February,896,17,,15353
Paraguay,24/02/2021 00:00,2021,February,1114,18,,455
Peru,24/02/2021 00:00,2021,February,6740,224,,22345
Poland,24/02/2021 00:00,2021,February,12147,372,13477,
Portugal,24/02/2021 00:00,2021,February,1480,50,2767,26420
Romania,24/02/2021 00:00,2021,February,3337,73,,28217
Russia,24/02/2021 00:00,2021,February,11609,378,,
Saint Kitts and Nevis,24/02/2021 00:00,2021,February,0,,,
Saint Lucia,24/02/2021 00:00,2021,February,7,2,,
Saint Vincent and the Grenadines,24/02/2021 00:00,2021,February,8,0,,
San Marino,24/02/2021 00:00,2021,February,47,0,,
Serbia,24/02/2021 00:00,2021,February,3460,17,,43388
Slovakia,24/02/2021 00:00,2021,February,3547,104,3645,12968
Slovenia,24/02/2021 00:00,2021,February,1089,10,546,6979
Spain,24/02/2021 00:00,2021,February,9212,389,13495,151480
Suriname,24/02/2021 00:00,2021,February,12,0,,
Sweden,24/02/2021 00:00,2021,February,5371,80,1333,
Switzerland,24/02/2021 00:00,2021,February,1343,12,,31400
Trinidad and Tobago,24/02/2021 00:00,2021,February,4,0,,
Ukraine,24/02/2021 00:00,2021,February,5990,157,,
United Kingdom,24/02/2021 00:00,2021,February,9947,443,15534,480575
United States,24/02/2021 00:00,2021,February,74732,3179,50933,1432864
Uruguay,24/02/2021 00:00,2021,February,901,3,,
Vatican,24/02/2021 00:00,2021,February,0,,,
Venezuela,24/02/2021 00:00,2021,February,459,6,,
Albania,25/02/2021 00:00,2021,February,986,21,,
Andorra,25/02/2021 00:00,2021,February,24,0,,
Antigua and Barbuda,25/02/2021 00:00,2021,February,55,0,,
Argentina,25/02/2021 00:00,2021,February,8234,145,,49377
Austria,25/02/2021 00:00,2021,February,2391,23,1041,20078
Bahamas,25/02/2021 00:00,2021,February,0,0,,
Barbados,25/02/2021 00:00,2021,February,42,0,,3705
Belarus,25/02/2021 00:00,2021,February,1191,9,,
Belgium,25/02/2021 00:00,2021,February,3076,18,1759,31638
Belize,25/02/2021 00:00,2021,February,9,0,,
Bolivia,25/02/2021 00:00,2021,February,1103,30,,
Bosnia and Herzegovina,25/02/2021 00:00,2021,February,757,11,,
Brazil,25/02/2021 00:00,2021,February,65998,1541,,247324
Bulgaria,25/02/2021 00:00,2021,February,1822,53,4202,20050
Canada,25/02/2021 00:00,2021,February,3147,58,2193,58893
Cayman Islands,25/02/2021 00:00,2021,February,0,,,638
Chile,25/02/2021 00:00,2021,February,4472,137,,86065
Colombia,25/02/2021 00:00,2021,February,3683,136,,15633
Costa Rica,25/02/2021 00:00,2021,February,418,3,,
Croatia,25/02/2021 00:00,2021,February,544,12,790,10191
Cuba,25/02/2021 00:00,2021,February,670,4,,
Cyprus,25/02/2021 00:00,2021,February,199,0,82,
Czechia,25/02/2021 00:00,2021,February,13816,153,7385,23429
Denmark,25/02/2021 00:00,2021,February,603,6,235,15143
Dominica,25/02/2021 00:00,2021,February,1,,,
Dominican Republic,25/02/2021 00:00,2021,February,746,9,,
Ecuador,25/02/2021 00:00,2021,February,2390,35,,
El Salvador,25/02/2021 00:00,2021,February,157,9,,
Estonia,25/02/2021 00:00,2021,February,1152,10,504,6538
Finland,25/02/2021 00:00,2021,February,565,3,194,19420
France,25/02/2021 00:00,2021,February,25414,261,25317,189872
Germany,25/02/2021 00:00,2021,February,11032,173,,189486
Gibraltar,25/02/2021 00:00,2021,February,0,,,1229
Greece,25/02/2021 00:00,2021,February,1783,39,,32023
Grenada,25/02/2021 00:00,2021,February,0,0,,
Guatemala,25/02/2021 00:00,2021,February,378,7,,
Guyana,25/02/2021 00:00,2021,February,28,3,,
Haiti,25/02/2021 00:00,2021,February,0,0,,
Honduras,25/02/2021 00:00,2021,February,749,23,,
Hungary,25/02/2021 00:00,2021,February,4385,120,4836,42759
Iceland,25/02/2021 00:00,2021,February,0,0,,
Ireland,25/02/2021 00:00,2021,February,638,34,591,18174
Isle of Man,25/02/2021 00:00,2021,February,0,,,472
Italy,25/02/2021 00:00,2021,February,19871,308,20425,128314
Jamaica,25/02/2021 00:00,2021,February,248,4,,
Kosovo,25/02/2021 00:00,2021,February,437,5,,
Latvia,25/02/2021 00:00,2021,February,813,6,720,4204
Liechtenstein,25/02/2021 00:00,2021,February,5,0,,189
Lithuania,25/02/2021 00:00,2021,February,568,9,866,11867
Luxembourg,25/02/2021 00:00,2021,February,193,2,81,1311
Malta,25/02/2021 00:00,2021,February,192,3,,2082
Mexico,25/02/2021 00:00,2021,February,8462,877,,188029
Moldova,25/02/2021 00:00,2021,February,1736,25,,
Monaco,25/02/2021 00:00,2021,February,16,0,,
Montenegro,25/02/2021 00:00,2021,February,571,11,,
Netherlands,25/02/2021 00:00,2021,February,5044,32,1361,
Nicaragua,25/02/2021 00:00,2021,February,0,0,,
North Macedonia,25/02/2021 00:00,2021,February,582,13,,
Norway,25/02/2021 00:00,2021,February,551,0,92,37599
Panama,25/02/2021 00:00,2021,February,682,21,,9430
Paraguay,25/02/2021 00:00,2021,February,1285,16,,360
Peru,25/02/2021 00:00,2021,February,7302,196,,15593
Poland,25/02/2021 00:00,2021,February,12143,286,13818,
Portugal,25/02/2021 00:00,2021,February,1160,49,2613,31600
Romania,25/02/2021 00:00,2021,February,3923,81,,20258
Russia,25/02/2021 00:00,2021,February,11067,437,,
Saint Kitts and Nevis,25/02/2021 00:00,2021,February,0,,,
Saint Lucia,25/02/2021 00:00,2021,February,0,0,,
Saint Vincent and the Grenadines,25/02/2021 00:00,2021,February,0,0,,
San Marino,25/02/2021 00:00,2021,February,36,0,,
Serbia,25/02/2021 00:00,2021,February,3588,15,,32154
Slovakia,25/02/2021 00:00,2021,February,2438,84,3728,11081
Slovenia,25/02/2021 00:00,2021,February,757,7,546,10942
Spain,25/02/2021 00:00,2021,February,9568,345,12831,169477
